"TrialID","Date","Scientific title","Intervention","Country","Size","Drugs","isRandomized","isCombination","isDrugTrial"
"ISRCTN21363594","2020-05-18","A pilot randomized clinical trial of therapeutic plasma exchange (TPE) in serious SARS CoV-2 disease (COVID-19)","<br>                The researchers aim to conduct a pilot prospective design of 6 to 12 months duration regarding the use of therapeutic plasma exchange (TPE) in serious COVID-19. The study will be multicenter. Adult ICU patients with serious/life-threatening COVID-19 receiving standard empiric therapies as per institutional and international protocols such as available antiviral treatments, hydroxychloroquine, mechanical (ARDS-net and prone position) ventilation,  fluid resuscitation, vasoactive substances, antibiotics amongst other usual ICU supportive therapies will be randomised to control or TPE groups. Those in the control group will receive usual care. Those in the TPE group will receive usual care plus TPE therapy.<br><br>                Randomization of the aforementioned groups will be done as follows. Eligible consented patients will be randomized after their stratification by ICU center and two PaO2/FIO2 ratio categories (>150 and <=150). Randomization will occur in variable block sizes of 4 to 8 patients. The researchers will utilize a web-based randomization service (randomize.net) to allocate patients to their respective strata prior to the intervention or control therapy. Given the nature of the TPE technology, the intervention will be unblinded (open label); hence, no enrollment concealment will be expedited. However, the lack of allocation concealment will be mitigated as much as possible by the following measures.                                                                       First, the primary outcome of mortality will not be disputable. Second, the researchers have standardized co-interventions that impact on mortality as much as possible. These interventions include:<br>                1. Concomitant drug therapies for COVID-19<br>                2. Algor","Oman",80,"convalescent plasma, hydroxychloroquine",TRUE,TRUE,TRUE
"ISRCTN40092247","2020-04-01","Maternal and perinatal outcomes of pandemic COVID-19 in pregnancy","<br>                Research design:<br>                This cohort study will use the UK Obstetric Surveillance System (UKOSS) to identify women hospitalized with pandemic novel coronavirus infection in pregnancy throughout a 6-month period. Participants will receive their usual management and information will be collected subsequently, detailing their treatment and outcomes. Research participants will not be contacted directly and no personally identifiable information (names, addresses or dates of birth will be collected.<br><br>                Cohort identification:<br>                Infected women will be identified through the UKOSS network of nominated reporting clinicians in each consultant-led maternity unit in the UK. Nominated reporting clinicians will be asked to report all pregnant women with confirmed pandemic novel coronavirus infection admitted to their unit. In view of the need for rapid and ongoing data analysis and production of guidance, we will use a specific web-based rapid reporting and data collection system for this study to enable UKOSS nominated clinicians to report cases as they occur. In addition, nominated clinicians will be sent a standard UKOSS reporting card each month to further enhance case ascertainment.<br><br>                Comparison group identification:<br>                Information about comparison women will be obtained from previously conducted UKOSS studies. Previous UKOSS studies have collected detailed demographic, pregnancy and delivery information about a cohort of over 1200 women giving birth in the UK identified from the same hospitals as infected women. This pragmatic approach has been adopted to allow risk factors for severe outcomes of pandemic influenza or novel coronavirus to be identified while minimizing the data collection burden on","UK",500,NA,FALSE,FALSE,FALSE
"ChiCTR2000033980","2020-06-19","A follow-up study of novel coronavirus pneumonia (COVID-19) patients in Wanzhou District, Chongqing","Case series:none;","China",67,NA,FALSE,FALSE,FALSE
"ChiCTR2000033960","2020-06-19","A multicenter clinical study: transmission of COVID-19 and impact on health and developmental outcomes among newborns of mothers with confirmed/suspected COVID-19","Confirmed Group:Sample collection and follow-up;Suspected Group:Sample collection and follow-up;Control Group:Follow-up;","China",90,NA,FALSE,FALSE,FALSE
"ChiCTR2000033936","2020-06-17","Psychological Preparedness towards Novel Coronavirus Precautionary Measures – an online survey","Case series:nil;","China",1000,NA,FALSE,FALSE,FALSE
"ChiCTR2000033919","2020-06-17","The influence of novel coronavirus pneumonia (COVID-19) on the symptoms of patients with achalasia","Have undergone POEM :Questionnaire;Have not undergone POEM :Questionnaire;","China",286,NA,FALSE,FALSE,FALSE
"ChiCTR2000033899","2020-06-16","Impact of COVID-19 on Laboratory Professionals-Early Evidences from a Survey at a Clinical Chemistry Laboratory in a Developing Country","Laboratory staff:Survey;","Pakistan",64,NA,FALSE,FALSE,FALSE
"ChiCTR2000031707","2020-04-07","Study for sleep quality of medical teams members moved to Hubei for the fighting of novel coronavirus pneumonia (COVID-19) pandemic","For the mild new coronary pneumonia: General Ward Group:Nil;For the severe new coronary pneumonia: ICU Group:Nil;Support staff: Logistics group:Nil;","China",47,NA,FALSE,FALSE,FALSE
"EUCTR2020-001243-15-BE","2020-03-27","Covid-19: A randomized, open-label, adaptive, proof-of- concept clinical trial of new antiviral drug candidates against SARS-CoV-2. - Antivirals for COVID-19","<br>Product Name: itraconazole<br>Pharmaceutical Form: Capsule, hard<br>INN or Proposed INN: ITRACONAZOLE<br>CAS Number: 84625-61-6<br><br>Product Name: itraconazole<br>Pharmaceutical Form: Oral solution<br>INN or Proposed INN: ITRACONAZOLE<br>CAS Number: 84625-61-6<br><br>","Belgium",200,"itraconazole",TRUE,FALSE,TRUE
"EUCTR2020-001224-33-DE","2020-03-24","Randomized controlled trial of hydroxychloroquine versus placebo for the treatment of adult patients with acute coronavirus disease 2019 – COVID-19","<br>Trade Name: Quensyl<br>Pharmaceutical Form: Capsule<br>Pharmaceutical form of the placebo: Capsule<br>Route of administration of the placebo: Oral use<br><br>","Germany",220,"hydroxychloroquine",TRUE,FALSE,TRUE
"EUCTR2020-001636-95-GB","2020-05-04","Subcutaneous and Intravenous anakinra in COVID-19 Infection -  Feasibility & Pharmacokinetics/ Pharmacodynamics study - SCIL-COV19 PK/PD trial","<br>Trade Name: Anakinra<br>Product Name: Anakinra<br>Product Code: L04AA14<br>Pharmaceutical Form: Solution for injection in pre-filled syringe<br>INN or Proposed INN: Anakinra<br>CAS Number: 143090920<br>Current Sponsor code: 282110<br>Other descriptive name: Kineret<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 100-<br><br>","UK",40,"anakinra",TRUE,TRUE,TRUE
"EUCTR2020-001481-11-DE","2020-04-16","Front line treatment with Ruxolitinib in stage II/III Covid-19 patients with defined Hyperinflammation - RuxCoFlam","<br>Trade Name: Jakavi<br>Product Name: Ruxolitinib<br>Product Code: Jakavi<br>Pharmaceutical Form: Tablet<br>INN or Proposed INN: Ruxolitinib<br>CAS Number: 941678-49-5<br>Other descriptive name: RUXOLITINIB<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 5-<br><br>Trade Name: Jakavi<br>Product Name: Ruxolitinib<br>Product Code: Jakavi<br>Pharmaceutical Form: Tablet<br>INN or Proposed INN: Ruxolitinib<br>CAS Number: 941678-49-5<br>Other descriptive name: RUXOLITINIB<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 10-<br><br>Trade Name: Jakavi<br>Product Name: Ruxolitinib<br>Product Code: Jakavi<br>Pharmaceutical Form: Tablet<br>INN or Proposed INN: Ruxolitinib<br>CAS Number: 941678-49-5<br>Other descriptive name: RUXOLITINIB<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 15-<br><br>Trade Name: Jakavi<br>Product Name: Ruxolitinib<br>Product Code: Jakavi<br>Pharmaceutical Form: Tablet<br>INN or Proposed INN: Ruxolitinib<br>CAS Number: 941678-49-5<br>Other descriptive name: RUXOLITINIB<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 20-<br><br>","Germany",200,"ruxolitinib",FALSE,TRUE,TRUE
"EUCTR2020-002293-28-SE","2020-05-13","Resolving inflammatory storm in COVID-19 patients by Omega-3 polyunsaturated fatty acids.

- A single-blind, randomized, placebo-controlled feasibility study","<br>Trade Name: Omegaven<br>Product Name: Omegaven<br>Pharmaceutical Form: Emulsion for infusion<br>Other descriptive name: HIGHLY REFINED FISH OIL<br>Pharmaceutical form of the placebo: Infusion<br>Route of administration of the placebo: Intravenous use<br><br>","Sweden",20,"fish oil, omega-3",TRUE,TRUE,TRUE
"EUCTR2020-000982-18-SE","2020-04-20","The NOR-SWE Solidarity multicenter trial on the efficacy of different anti-viral drugs in SARS-CoV-2 infected patients. - S-ReCOVID 19","<br>Trade Name: Plaquenil<br>Product Name: Plaquenil<br>Product Code: P01BA02<br>Pharmaceutical Form: Film-coated tablet<br>INN or Proposed INN: hydroxychloroquine sulphate<br>CAS Number: 747-36-4<br>Other descriptive name: HYDROXYCHLOROQUINE SULFATE<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 200-<br><br>Product Name: Remdesivir<br>Pharmaceutical Form: Lyophilisate for solution for infusion<br>INN or Proposed INN: REMDESIVIR<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 100-<br><br>","Norway",1218,"hydroxychloroquine, remdesivir",TRUE,TRUE,TRUE
"EUCTR2020-001889-10-GB","2020-05-15","Use of inhaled corticosteroids as treatment of early COVID-19 infection to prevent clinical deterioration and hospitalisation - The STOIC Study (STerOids in COVID)","<br>Trade Name: Budesonide<br>Product Name: Budesonide<br>Pharmaceutical Form: Inhalation powder<br>INN or Proposed INN: Budesonide<br>Concentration unit: µg microgram(s)<br>Concentration type: equal<br>Concentration number: 400-<br><br>","UK",478,"budesonide",TRUE,FALSE,TRUE
"EUCTR2020-002120-37-GB","2020-06-08","An open-label, adaptive randomized, controlled multicenter study to evaluate the efficacy and safety of RESP301 plus standard of care (SOC) compared to SOC alone in hospitalized participants with COVID-19 requiring supplemental oxygen (NOCoV2)","<br>Product Name: RESP301<br>Product Code: RESP301<br>Pharmaceutical Form: Nebuliser solution<br>INN or Proposed INN: Sodium Nitrite<br>CAS Number: 7632-00-0<br>Other descriptive name: SODIUM NITRITE<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 62.10-<br><br>","USA",300,"sodium nitrite",TRUE,FALSE,TRUE
"EUCTR2020-002233-15-DE","2020-05-13","A randomized, single blind, placebo-controlled, parallel-arm study to investigate the safety and preliminary efficacy of Niclosamide and Camostat alone and in combination to treat Covid-19 (“NICCAM”)","<br>Trade Name: Yomesan®<br>Product Name: Niclosamide<br>Pharmaceutical Form: Chewable tablet<br>INN or Proposed INN: Niclosamide<br>CAS Number: 50-65-7<br>Other descriptive name: NICLOSAMIDE<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 500-<br><br>Trade Name: Camostat Mesilate Tablets 100mg ""Sawai""  <br>Product Name: Camostat<br>Pharmaceutical Form: Film-coated tablet<br>INN or Proposed INN: CAMOSTAT<br>CAS Number: 59721-28-7<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 100-<br>Pharmaceutical form of the placebo: Tablet<br>Route of administration of the placebo: Oral use<br><br>","Germany",72,"camostat, niclosamide",TRUE,TRUE,TRUE
"EUCTR2020-001928-34-SE","2020-04-24","Inhalation of Ciclesonide for patients with Covid-19: A randomised open treatment study (HALT Covid-19).","<br>Trade Name: Alvesco<br>Pharmaceutical Form: Pressurised inhalation, solution<br>INN or Proposed INN: CICLESONIDE<br>CAS Number: 141845-82-1<br>Concentration unit: µg microgram(s)<br>Concentration type: equal<br>Concentration number: 160-<br><br>Trade Name: Alvesco<br>Pharmaceutical Form: Pressurised inhalation, solution<br>INN or Proposed INN: CICLESONIDE<br>CAS Number: 141845-82-1<br>Concentration unit: µg microgram(s)<br>Concentration type: equal<br>Concentration number: 80-<br><br>","Sweden",446,"ciclesonide",TRUE,FALSE,TRUE
"EUCTR2020-001784-88-FI","2020-04-17","WHO SOLIDARITY Finland: The multicenter trial on the efficacy of different anti-viral drugs in SARS-CoV-2 infected patients (COVID-19) - SOLIDARITY Finland","<br>Product Name: Remdesivir<br>Pharmaceutical Form: Lyophilisate for solution for infusion<br>INN or Proposed INN: REMDESIVIR<br>Other descriptive name: Remdesivir<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 100-<br><br>","Finland",582,"remdesivir",TRUE,FALSE,TRUE
"EUCTR2020-001497-30-GB","2020-04-27","COVID-19
A Phase 3 Open-label, Randomized, Controlled Study to Evaluate the Efficacy and Safety of Intravenously Administered Ravulizumab Compared with Best Supportive Care in Patients with COVID-19 Severe Pneumonia, Acute Lung Injury, or Acute Respiratory Distress Syndrome","<br>Trade Name: Ultomiris<br>Product Name: ravulizumab<br>Product Code: ALXN1210<br>Pharmaceutical Form: Concentrate for solution for infusion<br>INN or Proposed INN: ravulizumab<br>Current Sponsor code: ALXN1210<br>Other descriptive name: Fc- and CDR-modified humanised monoclonal antibody against C5<br>Concentration unit: mg/ml milligram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 10-<br><br>","USA",270,"ravulizumab, ultomiris",TRUE,TRUE,TRUE
"EUCTR2020-001736-95-GB","2020-04-23","ACCORD 2: A Multicentre, Seamless, Phase 2 Adaptive Randomisation Platform Study to Assess the Efficacy and Safety of Multiple Candidate Agents for the Treatment of COVID 19 in Hospitalised Patients - ACCORD 2-Treatment of COVID 19 in Hospitalised Patients","<br>Product Name: Bemcentinib<br>Product Code: BGB324<br>Pharmaceutical Form: Capsule, hard<br>INN or Proposed INN: bemcentinib<br>CAS Number: 1037624-75-1<br>Current Sponsor code: BGB324<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 100-<br><br>Product Name: MEDI3506<br>Product Code: MEDI3506<br>Pharmaceutical Form: Solution for injection<br>CAS Number: 2376858-66-9<br>Current Sponsor code: MEDI3506<br>Other descriptive name: human immunoglobulin (Ig) G1 monoclonal antibody (mAb)<br>Concentration unit: mg/ml milligram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 150-<br><br>Product Name: acalabrutinib<br>Product Code: ACP-196<br>Pharmaceutical Form: Capsule, hard<br>INN or Proposed INN: acalabrutinib<br>CAS Number: 1420477-60-6<br>Current Sponsor code: ACP-196<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 100-<br><br>Product Name: Zilucoplan<br>Pharmaceutical Form: Solution for injection in pre-filled syringe<br>INN or Proposed INN: Zilucoplan<br>CAS Number: 1841136-73-9<br>Current Sponsor code: RA101495<br>Concentration unit: mg/ml milligram(s)/millilitre<br>Concentration type: equal<br>Concentration number: 40-<br><br>Trade Name: Heparin<br>Product Name: Heparin<br>Pharmaceutical Form: Solution for injection<br>INN or Proposed INN: Heparin<br>Concentration unit: IU international unit(s)<br>Concentration type: equal<br>Concentration number: 25000-<br><br>Product Name: TD139<br>Pharmaceutical Form: Inhalation powder<br>INN or Proposed INN: Refer to IMPD<br>Concentration unit: mg milligram(s)<br>Concentration type: equal<br>Concentration number: 5-<br><br>","UK",825,"acalabrutinib, acp-196, bemcentinib, bgb324, heparin, immunoglobulin, medi3506, ra101495, td139, zilucoplan",TRUE,TRUE,TRUE
"NCT04244591","2020-01-23","Glucocorticoid Therapy for Critically Ill Patients With Severe Acute Respiratory Infections Caused by COVID-19: a Prospective, Randomized Controlled Trial","Drug: methylprednisolone therapy;Other: Standard care","China",80,"methylprednisolone",TRUE,FALSE,TRUE
"NCT04285190","2020-02-19","A Clinical Study to Investigate the Effect of T89 on Improving Oxygen Saturation and Clinical Symptoms in Patients With Coronavirus Disease 2019 (COVID-19)","Drug: T89",NA,0,"t89",TRUE,FALSE,TRUE
"NCT04311177","2020-03-13","Randomized Controlled Trial of Losartan for Patients With COVID-19 Not Requiring Hospitalization","Drug: Losartan;Other: Placebo","USA",580,"losartan",TRUE,FALSE,TRUE
"NCT04312243","2020-03-15","Nitric Oxide Gas Inhalation for Prevention of COVID-19 in Healthcare Providers","Drug: Inhaled nitric oxide gas","USA",470,"nitric oxide",TRUE,FALSE,TRUE
"NCT04333914","2020-04-01","A Prospective, Controlled, Randomized, Multicenter Study to Compare the Efficacy of a Chloroquine Analog (GNS561), an Anti-PD-1 (Nivolumab), an Anti-NKG2A (Monalizumab), an Anti-interleukine-6 Receptor (Tocilizumab) and an Anti-C5aR (Avdoralimab) Versus Standard of Care in Patients With Advanced or Metastatic Cancer and SARS-CoV-2 (COVID-19) Infection.","Drug: Chloroquine analog (GNS651);Drug: Nivolumab;Drug: Tocilizumab;Other: Standard of care;Drug: Avdoralimab;Drug: Monalizumab","France",384,"avdoralimab, chloroquine, monalizumab, nivolumab, tocilizumab",TRUE,TRUE,TRUE
"NCT04340414","2020-03-03","Safety and Effectiveness Study of Low Flow Extracorporeal Membrane Oxygenation(CO2 Removal) Driving by Continuous Hemofiltration Machine the Severe New Corovirus Pneumonia (NCP)","Device: Low flow ECMO driving by CVVH machine","China",10,NA,FALSE,FALSE,FALSE
"NCT04343781","2020-04-09","National Survey of Symptoms of People Aged 70 and Overs Diagnosed With COVID-19","Other: observation","France",353,NA,FALSE,FALSE,FALSE
"NCT04346446","2020-04-14","Efficacy of Convalescent Plasma Therapy in Severely Sick COVID-19 Patients: A Pilot Randomized Controlled Trial","Drug: Convalescent Plasma Transfusion;Other: Supportive Care;Drug: Random Donor Plasma","India",29,"convalescent plasma",TRUE,TRUE,TRUE
"NCT04347408","2020-04-07","Seroprevalence of SARS-Cov-2 Antibodies in Children - a Prospective Multicentre Cohort Study","Diagnostic Test: Covid-19 Antibody testing (IgG and IgM)","UK",1000,NA,FALSE,FALSE,FALSE
"NCT04353128","2020-04-16","Multicenter Randomized Controlled Trial of the Efficacy of Melatonin in the Prophylaxis of SARS-coronavirus-2 Infection Among High Risk Contacts.","Drug: Melatonin 2mg;Drug: Placebo oral tablet","Spain",450,"melatonin",TRUE,FALSE,TRUE
"NCT04362319","2020-04-23","Burnout and Medical Errors in the Anaesthesiology Fraternity in an Exclusively Covid-19 Hospital: the Malaysian Experience","Diagnostic Test: Questionnaire forms","Malaysia",85,NA,FALSE,FALSE,FALSE
"NCT04370262","2020-04-27","A Multi-site, Randomized, Double-Blind, Comparative Trial of the Safety and Efficacy of Standard of Care (SOC) Plus Famotidine vs SOC Plus Placebo for the Treatment of COVID-19 in Hospitalized Adults","Drug: SOC + Intravenous Famotidine;Drug: SOC + Placebo","USA",942,"famotidine",TRUE,FALSE,TRUE
"NCT04371029","2020-04-28","Impact of Neck Inspiratory Muscle Activation During Sleep in ICU Patients After a COVID 19 ARDS","Other: PSG","France",25,NA,FALSE,FALSE,FALSE
"NCT04376814","2020-05-03","The Regimen of Favipiravir Plus Hydroxychloroquine Can Accelerate Recovery of the COVID-19 Patients With Moderate Severity in Comparison to Lopinavir/Ritonavir Plus Hydroxychloroquine Regimen: an Open-label, Non-randomized Clinical Trial Study","Drug: Favipiravir;Drug: Hydroxychloroquine;Drug: Lopinavir / Ritonavir","Iran",40,"favipiravir, hydroxychloroquine, lopinavir, ritonavir",FALSE,TRUE,TRUE
"NCT04383535","2020-05-06","Randomized, Double-blind, Placebo-controlled Clinical Trial of Convalescent Plasma for the Treatment of COVID-19 Pneumonia With Severity Criteria","Other: Convalescent SARS COVID-19 plasma;Other: Placebo","Argentina",333,"convalescent plasma",TRUE,TRUE,TRUE
"NCT04386369","2020-04-14","Evaluation of Airway Pressure Release Ventilation on Oxygenation in Acute Respiratory Distress Syndrome in Adult Patients With COVID-19 Pneumonia","Other: Airway pressure release ventilation","France",17,NA,FALSE,FALSE,FALSE
"NCT04387409","2020-05-11","A Phase III, Double-blind, Randomized, Placebo-controlled Multicentre Clinical Trial to Assess the Efficacy and Safety of VPM1002 in Reducing Healthcare Professionals' Absenteeism in the SARS-CoV-2 Pandemic by Modulating the Immune System","Biological: VPM1002;Biological: Placebo","Germany",1200,"vpm1002",TRUE,FALSE,TRUE
"NCT04388709","2020-05-12","A Randomized Phase 2 Trial of Peginterferon Lambda-1a (Lambda) for the Treatment of Hospitalized Patients Infected With SARS-CoV-2 With Non-critical Illness","Drug: Peginterferon Lambda-1A","USA",66,"peginterferon lambda",TRUE,FALSE,TRUE
"NCT04389476","2020-05-14","The Impact and Coping Strategy of Taiwan Society and Medical and Nursing Institutes Toward the Biological Disaster-- Corona Virus Disease 2019 (COVID-19) as An Example","Other: Standardized crisis management and coping protocol plan toward Coronavirus disease 2019 (COVID-19)",NA,2500,NA,FALSE,FALSE,FALSE
"NCT04397562","2020-05-19","A Multicenter, Randomized, Double-blind, Placebo-controlled, Adaptively Designed Clinical Trial of the Efficacy and Safety of Levilimab (BCD-089) in Patients With Severe COVID-19","Drug: Levilimab;Drug: Placebo","Russia",204,"levilimab",TRUE,FALSE,TRUE
"NCT04397900","2020-05-19","A Blood Collection Study From Volunteers Who Have Recovered From COVID-19 Infection to Identify Immunogenic Viral Epitopes in SARS-CoV-2",NA,"USA",80,NA,FALSE,FALSE,FALSE
"NCT04397939","2020-05-19","Association of Early Myocardial Injury With Major Adverse Outcomes in Patients With COVID-19",NA,"USA",5000,NA,FALSE,FALSE,FALSE
"NCT04402944","2020-05-12","Pulmozyme to Improve COVID-19 ARDS Outcomes","Drug: Pulmozyme;Drug: Placebo",NA,60,"dornase alfa",TRUE,FALSE,TRUE
"NCT04402957","2020-05-12","Multicenter, Randomized, Double-Blind, Placebo-Controlled, Proof of Concept Study of LSALT Peptide as Prevention of Acute Respiratory Distress Syndrome (ARDS) and Acute Kidney Injury in Patients Infected With SARS-CoV-2 (COVID-19)","Drug: LSALT peptide;Drug: Placebo",NA,60,"lsalt peptide",TRUE,FALSE,TRUE
"NCT04408339","2020-05-19","COVID-19 Disease in Cancer Patients: Evaluation of Clinical Course and Impact on Oncological Care in the Hamburg Metropolitan Area Including Prospective Biobanking","Other: No Intervention","Germany",500,NA,FALSE,FALSE,FALSE
"NCT04412317","2020-05-30","National Observatory of the Care of Young Sick Children in Community or Not, Indications and Cost-effectiveness of PCR-Sars-CoV-2 - VIGIL Study",NA,"France",600,NA,FALSE,FALSE,FALSE
"NCT04413071","2020-05-23","Cardiac Involvement in Coronavirus (SARS-Cov-2) Infected Health Care Workers: The CCC Study","Other: Passed infection of SARS-CoV-2","Spain",142,NA,FALSE,FALSE,FALSE
"NCT04413435","2020-05-25","Clinical Characteristics of Critically Ill Patients With 2019 Novel Coronavirus (COVID-19): Do We Need a New Triage System?","Other: File Scanning","Turkey",105,NA,FALSE,FALSE,FALSE
"NCT04424355","2020-06-05","Possibilities of Chest Magnetic Resonance Imaging (MRI) in Diagnostics of COVID-19. The Use of MRI to Assess Lung Damage in Patients With Coronavirus Infection","Diagnostic Test: Chest MRI","Russia",115,NA,FALSE,FALSE,FALSE
"NCT04424940","2020-05-20","TOMEKA® Project Was Sponsored by the University of Kinshasa: it's an Observational Study by Its Reviewed Documentation",NA,"Congo",800,NA,FALSE,FALSE,FALSE
"NCT04425213","2020-05-28","Obesity as a Risk Factor for Mortality of Critically Ill Patients With Coronavirus Disease 2019 (COVID-19): a Cohort Study of the First Wave in Nancy, France",NA,"France",250,NA,FALSE,FALSE,FALSE
"NCT04425759","2020-06-08","Prevalence and Risk Factors of SARS-CoV-2 Antibody Responses and Assymptomatic Carriers Among a Cohort of 2,300 Healthcare Workers at the Consorci Sanitari Del Maresme (CSdM)","Diagnostic Test: Blood sample","Spain",2400,NA,FALSE,FALSE,FALSE
"NCT04427865","2020-06-10","Efficacy of Lactoferrin as a Preventive Agent for Healthcare Workers Exposed to COVID-19","Drug: prophylactic lactoferrin daily",NA,200,"lactoferrin, prophylactic lactoferrin",TRUE,TRUE,TRUE
"NCT04427878","2020-06-10","Is Adipose Tissue a Reservoir for SARS-Cov2 Spread?","Procedure: biopsies of subcutaneous adipose tissue","France",5,NA,FALSE,FALSE,FALSE
"NCT04428268","2020-04-26","Phase II, Randomized, Double-blind, Controlled Clinical Trial Evaluating the Efficacy and Safety of Chloroquine + Low Dose Losartan Compared to Chloroquine Monotherapy in Subjects With SARS-CoV-2 Pneumonia","Drug: Chloroquine Phosphate Tablets","Mexico",20,"chloroquine, losartan",TRUE,TRUE,TRUE
"NCT04429555","2020-06-09","A Randomized, Double-Blind, Placebo-Controlled, Parallel Group Study to Evaluate the Efficacy, Safety, Tolerability, Biomarkers and Pharmacokinetics of Ibudilast (MN-166) in COVID-19 Subjects at Risk for Developing Acute Respiratory Distress Syndrome","Drug: Ibudilast;Drug: Placebo",NA,40,"ibudilast",TRUE,FALSE,TRUE
"NCT04429711","2020-05-24","Ivermectin vs. Placebo for the Treatment of Patients With Mild to Moderate COVID-19 to Prevent Progression to Severe Infection and to Decrease Viral Shedding - A Double Blind , Randomized Controlled Trial","Drug: Ivermectin Oral Product","Israel",100,"ivermectin",TRUE,FALSE,TRUE
"NCT04429815","2020-06-11","Impact of Smoking and Nicotine on the Risk of Being Infected With COVID-19","Diagnostic Test: Serological test for COVID-19.",NA,489,NA,FALSE,FALSE,FALSE
"NCT04429828","2020-06-11","PoWerS Study: Psychological Wellbeing for Healthcare Students: Evaluation of a COVID-19 Digital Learning Package","Other: COVID-19 e-package: Psychological wellbeing for healthcare workers",NA,45,NA,FALSE,FALSE,FALSE
"NCT04429867","2020-06-10","Hydroxychloroquine Use in Hospitalized Patients With COVID-19: Impact on Progression to Severe or Critical Disease","Drug: Hydroxychloroquine;Drug: Placebo","USA",700,"hydroxychloroquine",TRUE,FALSE,TRUE
"NCT04430062","2020-06-11","Short-term Outcome of Covid-19 Surgical Patients: Case-series of a High-risk Area Community Hospital","Procedure: Surgical procedures performed under general anesthesia","Italy",14,NA,FALSE,FALSE,FALSE
"NCT04430608","2020-05-26","Remote Glucose Monitoring of Patients With Diabetes Quarantined During the COVID-19 Pandemic - a Hospital-Based Randomized Controlled Trial of the Effect of Remote Continuous Glucose Monitoring Compared to Usual Glucose Monitoring","Device: Dexcom G6","Denmark",72,NA,TRUE,FALSE,FALSE
"NCT04431180","2020-06-12","Recruit Blood Donors Via SMS With Different Contents During Epidemic of COVID-19#Second Repeat Trial#","Behavioral: blood donation SMS","China",403535,NA,TRUE,FALSE,FALSE
"NCT04431310","2020-05-11","Seroconversion Among Staff at a Large Acute Care Hospital in Denmark During the COVID-19 Pandemic","Other: Serial seroconversion measurements in hospital employees during the COVID-19 pandemic","Denmark",300,NA,FALSE,FALSE,FALSE
"NCT04431466","2020-06-10","Phase 2 Clinical Trial to Compare the Efficacy and Safety of Different Doses of Ivermectin in Patients Diagnosed With the New Coronavirus Infection (SARS-CoV-2)","Drug: Ivermectin;Other: Standard treatment for COVID-19","Brazil",64,"ivermectin",TRUE,FALSE,TRUE
"NCT04432324","2020-06-12","A Multicenter, Randomized, Open-label Parallel Group Pilot Study to Evaluate Safety and Efficacy of High Dose Intravenous Immune Globulin (IVIG) Plus Standard Medical Treatment (SMT) Versus SMT Alone in Hospitalized Subjects With COVID-19","Biological: Intravenous Immune Globulin;Drug: Standard Medical Treatment","Spain",100,"immunoglobulin, ivig",TRUE,TRUE,TRUE
"NCT04432948","2020-06-14","Maternal Psychological Implications of Covid-19 Pandemic and Possible Effect on Anaesthetic Management.","Other: PHQ-9 Depression Scale;Other: GAD-7 General anxiety disorder scale;Other: 38-questions questionnaire","Greece",200,NA,FALSE,FALSE,FALSE
"NCT04433000","2020-06-12","Comparison Between a Pocket Sized and a High End Ultrasound Scanner in the Evaluation of Lung Involvement in Patients With Covid-19 Pneumonia","Diagnostic Test: Butterfly","Italy",34,NA,FALSE,FALSE,FALSE
"NCT04433039","2020-06-14","COVID-19 Versus H1N1 Viral Pneumonia: A Retrospective Comparative Study for Spectrum of HRCT Findings Among 130 Patients",NA,"Egypt",130,NA,FALSE,FALSE,FALSE
"NCT04433286","2020-06-10","COVID-19 - Implications on Surgeons' Burnout and Career Satisfaction","Other: Questionnaire","Egypt",1000,NA,FALSE,FALSE,FALSE
"NCT04434131","2020-06-09","Open, Non-comparative Pilot Study to Provide Access to Treatment With Investigational Convalescent Plasma and Measure Antibody Levels in Patients Hospitalized With COVID-19","Drug: Convalescent Plasma","USA",30,"convalescent plasma",FALSE,TRUE,TRUE
"NCT04434144","2020-06-09","A Comparative Observational Study on Ivermectin and Hydroxychloroquine on the COVID19 Patients in Bangladesh","Drug: Ivermectin + Doxycycline;Drug: Hydroxychloroquine + Azithromycin","Bangladesh",116,"azithromycin, doxycycline, hydroxychloroquine, ivermectin",FALSE,TRUE,TRUE
